0
have O
eaten O
here O
a O
handful O
of O
times O
, O
for O
no O
reason O
besides O
sheer O
convenience O
. O

0
( O
i O
hang O
out O
, O
and O
live O
, O
in O
the O
neighborhood.. O
) O

0
the O
food B-ASP
is O
decent B-OP
. O

0
however O
, O
it O
's O
the O
service B-ASP
that O
leaves O
a O
bad B-OP
taste O
in O
my O
mouth O
. O

0
i O
happen O
to O
have O
a O
policy O
that O
goes O
along O
with O
a O
little O
bit O
of O
self-respect O
, O
which O
includes O
not O
letting O
a O
waiter B-ASP
intimidate O
me O
, O
i.e O
. O
make O
me O
feel O
bad B-OP
asking O
for O
trivialities O
like O
water O
, O
or O
the O
check O
. O

0
i O
know O
, O
you O
were O
too O
busy O
showing O
off O
your O
vintage O
tee O
shirt O
and O
looking O
bored O
, O
but O
my O
agenda O
is O
i O
'm O
here O
to O
eat O
and O
enjoy O
the O
company O
of O
friends O
, O
seeking O
a O
pleasant O
experience O
. O

0
well O
, O
i O
did O
n't O
find O
it O
there O
, O
and O
trust O
, O
i O
have O
told O
everyone O
i O
can O
think O
of O
about O
my O
experience O
. O

0
the O
last O
time O
i O
walked O
by O
it O
looked O
pretty O
empty O
. O
hmmm O
. O

0
This O
place B-ASP
has O
got O
to O
be O
the O
best B-OP
japanese O
restaurant O
in O
the O
new O
york O
area O
. O

0
I O
had O
a O
great O
experience O
. O

0
Food B-ASP
is O
great B-OP
. O

0
Service B-ASP
is O
top B-OP
notch O
. O

0
I O
have O
been O
going O
back O
again O
and O
again O
. O

0
I O
tend O
to O
judge O
a O
sushi O
restaurant O
by O
its O
sea B-ASP
urchin I-ASP
, O
which O
was O
heavenly B-OP
at O
sushi O
rose O
. O

0
It O
melted O
in O
my O
little O
mouth O
and O
the O
perfect O
consistency-not O
too O
fishy O
, O
creamy O
, O
and O
slightly O
buttery O
. O

0
The O
sushi B-ASP
seemed O
pretty O
fresh B-OP
and O
was O
adequately B-OP
proportioned O
. O

0
The O
rice B-ASP
to I-ASP
fish I-ASP
ration I-ASP
was O
also O
good B-OP
-- O
they O
did O
n't O
try O
to O
overpack O
the O
rice O
. O

0
We O
took O
advanatage O
of O
the O
half B-ASP
price I-ASP
sushi I-ASP
deal I-ASP
on O
saturday O
so O
it O
was O
well O
worth B-OP
it O
. O

0
I O
went O
to O
this O
restaurant O
with O
a O
woman O
that O
I O
met O
recently O
. O

0
She O
lives O
nearby O
but O
had O
never O
gone O
to O
this O
establishment O
thinking O
that O
it O
might O
be O
too O
touristy O
. O

0
Surprisingly O
nothing O
could O
be O
further O
from O
the O
truth O
. O

0
In O
the O
evening O
, O
this O
place O
attracted B-OP
a O
well O
dressed O
, O
with O
it O
, O
NY O
crowd B-ASP
. O

0
The O
food B-ASP
was O
well B-OP
prepared O
and O
the O
service B-ASP
impecable B-OP
. O

0
I O
'm O
going O
back O
. O

0
Having O
hunted O
around O
for O
a O
quiet O
, O
romantic O
, O
yet O
not O
hideously O
expensive O
restaurant O
I O
stumbled O
across O
reviews O
for O
La O
Lanterna O
and O
gave O
it O
a O
shot O
. O

0
Quite O
simply O
it O
's O
like O
stepping O
out O
of O
Manhattan O
and O
into O
a O
haven O
of O
tranquility O
. O

0
The O
service B-ASP
was O
attentive B-OP
, O
yet O
unimposing O
, O
the O
food B-ASP
was O
far O
better B-OP
than O
many O
notorious O
restaurants O
in O
Midtown O
and O
the O
wine B-ASP
list I-ASP
is O
extensive B-OP
and O
well O
priced O
. O

0
The O
Prix B-ASP
Fixe I-ASP
menu I-ASP
is O
worth B-OP
every O
penny O
and O
you O
get O
more O
than O
enough O
( O
both O
in O
quantity O
AND O
quality O
) O
. O

0
I O
will O
be O
going O
back O
and O
heartily O
recommend B-OP
it O
! O

0
I O
've O
had O
the O
lunch O
buffet O
at O
Chennai O
a O
couple O
of O
times O
, O
when O
I O
have O
been O
in O
the O
neighborhood O
. O

0
It O
is O
terrific B-OP
, O
as O
is O
the O
value O
. O

0
$ O
6 O
and O
there O
is O
much O
tasty B-OP
food B-ASP
, O
all O
of O
it O
fresh B-OP
and O
continually O
refilled O
. O

0
I O
am O
not O
a O
vegetarian O
but O
, O
almost O
all O
the O
dishes B-ASP
were O
great B-OP
. O

0
Frankly O
, O
when O
you O
compare O
what O
you O
can O
have O
here O
for O
lunch O
, O
versus O
McDs O
or O
so O
many O
other O
sandwich O
shops O
in O
the O
city O
, O
there O
is O
no O
comparison O
. O

0
Go O
hungry O
and O
enjoy O
. O

0
The O
food B-ASP
here O
is O
rather O
good B-OP
, O
but O
only O
if O
you O
like O
to O
wait O
for O
it O
. O

0
I O
like B-OP
the O
somosas B-ASP
, O
chai B-ASP
, O
and O
the O
chole B-ASP
, O
but O
the O
dhosas B-ASP
and O
dhal B-ASP
were O
kinda O
dissapointing B-OP
. O

0
The O
service B-ASP
varys O
from O
day O
to O
day- O
sometimes O
they O
're O
very O
nice B-OP
, O
and O
sometimes O
not O
. O

0
The O
kitchen B-ASP
however O
, O
is O
almost O
always O
slow B-OP
. O

0
Also O
, O
specify O
if O
you O
like O
your O
food B-ASP
spicy- O
its O
rather O
bland B-OP
if O
you O
do O
n't O
. O

0
The O
ambience B-ASP
is O
pretty B-OP
and O
nice B-OP
for O
conversation O
, O
so O
a O
casual O
lunch O
here O
would O
probably O
be O
best O
. O

0
Just O
went O
here O
for O
my O
girlfriends O
23rd O
bday O
. O

0
If O
you O
've O
ever O
been O
along O
the O
river O
in O
Weehawken O
you O
have O
an O
idea O
of O
the O
top O
of O
view B-ASP
the O
chart O
house O
has O
to O
offer O
. O

0
Add O
to O
that O
great B-OP
service B-ASP
and O
great B-OP
food B-ASP
at O
a O
reasonable O
price O
and O
you O
have O
yourself O
the O
beginning O
of O
a O
great O
evening O
. O

0
The O
lava B-ASP
cake I-ASP
dessert I-ASP
was O
incredible B-OP
and O
I O
recommend B-OP
it O
. O

0
Once O
you O
step O
into O
Cosette B-ASP
, O
you O
're O
miraculously O
in O
a O
small O
, O
off-the-beaten B-OP
path O
Parisian O
bistro O
. O

0
This O
tiny O
restaurant B-ASP
is O
as O
cozy B-OP
as O
it O
gets O
, O
with O
that O
certain O
Parisian O
flair O
. O

0
The O
food B-ASP
was O
average B-OP
to O
above-average O
; O
the O
French B-ASP
Onion I-ASP
soup I-ASP
filling O
yet O
not O
overly O
impressive B-OP
, O
and O
the O
desserts B-ASP
not O
brilliant B-OP
in O
any O
way O
. O

0
However O
, O
go O
for O
the O
ambience B-ASP
, O
and O
consider O
the O
food B-ASP
just O
a O
companion O
for O
a O
trip O
across O
the O
world O
! O

0
I O
have O
never O
eaten O
in O
the O
restaurant O
, O
however O
, O
upon O
reading O
the O
reviews O
I O
got O
take O
out O
last O
week O
. O

0
IT O
WAS O
HORRIBLE O
. O

0
The O
pizza B-ASP
was O
delivered O
cold B-OP
and O
the O
cheese B-ASP
was O
n't O
even O
fully O
melted B-OP
! O

0
It O
looked O
like O
shredded O
cheese O
partly O
done O
- O
still O
in O
strips O
. O

0
I O
have O
eaten O
at O
many O
pizza O
places O
around O
NYC O
and O
this O
is O
hands O
down O
the O
worst O
. O

0
This O
has O
got O
to O
be O
one O
of O
the O
most O
overrated O
restaurants O
in O
Brooklyn O
. O

0
The O
pizza B-ASP
is O
overpriced B-OP
and O
soggy B-OP
. O

0
Yes O
, O
they O
use O
fancy B-OP
ingredients B-ASP
, O
but O
even O
fancy O
ingredients O
do O
n't O
make O
for O
good B-OP
pizza B-ASP
unless O
someone O
knows O
how O
to O
get O
the O
crust B-ASP
right O
. O

0
A O
big O
disappointment O
, O
all O
around O
. O

0
I O
think O
I O
've O
had O
some O
the O
best B-OP
meals B-ASP
of O
my O
life O
at O
minnow O
. O

0
The O
seafood B-ASP
is O
amazing B-OP
, O
there O
's O
a O
good B-OP
wine B-ASP
list I-ASP
, O
and O
the O
ever-changing B-OP
menu B-ASP
always O
offers O
some O
great B-OP
surprises O
. O

0
The O
combination O
of O
super-fresh B-OP
ingredients B-ASP
in O
the O
dishes O
are O
unusual B-OP
but O
really O
delicious B-OP
. O

0
Worth O
the O
trip O
from O
Manhattan O
. O

0
Was O
there O
Friday O
night O
. O

0
Best B-OP
Pastrami B-ASP
I O
ever O
had O
and O
great B-OP
portion B-ASP
without O
being O
ridiculous O
. O

0
And O
I O
've O
been O
to O
many O
NYC O
delis O
. O

0
My O
wife O
had O
the O
fried B-ASP
shrimp I-ASP
which O
are O
huge B-OP
and O
loved B-OP
it O
. O

0
Price O
no O
more O
than O
a O
Jersey O
deli O
but O
way O
better O
. O

0
As O
a O
Japanese O
native O
, O
I O
've O
lived O
in O
the O
Tristate O
area O
for O
over O
8 O
years O
, O
but O
I O
was O
just O
so O
amazed B-OP
at O
this O
place B-ASP
. O

0
This O
place B-ASP
is O
the O
most O
Japanese B-OP
it O
can O
ever O
get O
. O

0
The O
signs B-ASP
, O
the O
specials B-ASP
menus I-ASP
, O
food B-ASP
, O
and O
even O
all O
the O
waitstaff B-ASP
are O
ALL O
TOTALLY O
Japanese B-OP
. O

0
This O
place B-ASP
is O
worth B-OP
an O
one-hour O
drive O
. O

0
I O
am O
so O
coming O
back O
here O
again O
, O
as O
much O
as O
I O
can O
. O

0
Leon B-ASP
is O
an O
East O
Village O
gem O
: O
casual B-OP
but O
hip B-OP
, O
with O
well B-OP
prepared O
basic O
French B-ASP
bistro I-ASP
fare I-ASP
, O
good B-OP
specials B-ASP
, O
a O
warm B-OP
and O
lively B-OP
atmosphere B-ASP
. O

0
My O
wife O
and O
I O
always O
enjoy B-OP
the O
young O
, O
not O
always O
well O
trained O
but O
nevertheless O
friendly B-OP
, O
staff B-ASP
, O
all O
of O
whom O
have O
a O
story O
. O

0
Sit O
outside O
in O
the O
warm O
weather O
; O
inside O
for O
cozy O
winter O
. O

0
Decent B-OP
wine B-ASP
at O
reasonable O
prices O
. O

0
Have O
been O
dozens O
of O
times O
and O
never O
failed O
to O
enjoy O
the O
experience O
. O

0
Our O
teenage O
kids O
love O
it O
, O
too O
. O

0
Everytime O
I O
decide O
to O
try O
another O
place O
on O
the O
UES O
, O
I O
get O
angry O
that O
I O
did O
n't O
just O
go O
to O
Zucchero B-ASP
Pomodori I-ASP
. O

0
This O
is O
by O
far O
my O
favorite B-OP
place B-ASP
in O
the O
neighborhood O
. O

0
The O
service B-ASP
is O
excellent B-OP
, O
the O
decor B-ASP
is O
great B-OP
, O
and O
the O
food B-ASP
is O
delicious B-OP
and O
comes O
in O
large B-OP
portions B-ASP
. O

0
You O
'll O
pay O
at O
least O
double O
at O
any O
other O
Italian O
restaurant O
in O
the O
city O
, O
and O
most O
still O
do O
n't O
compare O
. O

0
I O
'm O
partial B-OP
to O
the O
Gnocchi B-ASP
. O

0
This O
place B-ASP
is O
incredibly O
tiny B-OP
. O

0
They O
refuse O
to O
seat O
parties O
of O
3 O
or O
more O
on O
weekends O
. O

0
The O
hostess B-ASP
is O
rude B-OP
to O
the O
point O
of O
being O
offensive B-OP
. O

0
The O
food B-ASP
was O
bland B-OP
oily O
. O

0
I O
just O
do O
n't O
understand O
all O
the O
hype O
... O

0
We O
went O
to O
Ino O
for O
Valentines O
. O

0
We O
have O
been O
to O
this O
place O
many O
times O
, O
and O
always O
have O
great B-OP
food B-ASP
, O
wine B-ASP
, O
and O
service B-ASP
. O

0
We O
were O
worried O
we O
would O
have O
trouble O
getting O
in O
, O
but O
somehow O
managed O
to O
have O
a O
short B-OP
wait B-ASP
. O

0
As O
always O
we O
had O
a O
great B-OP
glass B-ASP
of I-ASP
wine I-ASP
while O
we O
waited O
. O

0
When O
we O
sat O
, O
we O
got O
great B-OP
and O
fast B-OP
service B-ASP
. O

0
The O
people B-ASP
that O
work O
there O
are O
always O
so O
friendly B-OP
you O
forget O
you O
are O
in O
New O
York O
sometimes O
. O

0
Make O
sure O
you O
try O
this O
place B-ASP
as O
often B-OP
as O
you O
can O
. O

0
This O
is O
a O
fun B-OP
restaurant B-ASP
to O
go O
to O
. O

0
The O
pizza B-ASP
is O
yummy B-OP
and O
I O
like B-OP
the O
atmoshpere B-ASP
. O

0
But O
the O
pizza B-ASP
is O
way O
to O
expensive B-OP
. O

0
A O
large O
is O
$ O
20 O
, O
and O
toppings O
are O
about O
$ O
3 O
each O
. O

0
I O
went O
there O
for O
lunch B-ASP
and O
it O
was O
not O
as O
good B-OP
as O
I O
expected O
from O
the O
reviews O
I O
read O
. O

0
Sauce B-ASP
was O
watery B-OP
and O
the O
food B-ASP
did O
n't O
have O
much O
flavor O
. O

0
If O
you O
like O
the O
food O
and O
the O
value O
you O
get O
from O
some O
of O
Chinatown O
restaurants O
, O
this O
is O
not O
the O
place O
for O
you O
. O

0
I O
do O
n't O
think O
I O
would O
go O
again O
. O

0
This O
place B-ASP
is O
great B-OP
. O

0
I O
had O
a O
huge O
group O
for O
my O
birthday O
and O
we O
were O
well O
taken O
care O
of O
. O

0
The O
waitress B-ASP
was O
very O
patient B-OP
with O
us O
and O
the O
food B-ASP
is O
phenomenal B-OP
! O

0
Service B-ASP
was O
prompt B-OP
, O
friendly B-OP
and O
great B-OP
. O

0
Slightly O
on O
the O
pricey O
side O
but O
worth O
it O
! O

0
Great B-OP
pizza B-ASP
and O
fantastic B-OP
service B-ASP
. O

0
There O
was O
a O
small B-OP
wait B-ASP
, O
but O
shorter B-OP
than O
I O
expected O
. O

0
Located O
at O
the O
end O
of O
a O
magnificent O
block O
. O

0
Very O
cozy O
and O
warm O
inside O
... O
.. O

0
I O
will O
be O
back O
! O

0
This O
is O
the O
best B-OP
sushi B-ASP
in O
new O
york O
city O
- O
hands O
down O
. O

0
The O
place B-ASP
is O
small B-OP
and O
cramped B-OP
but O
the O
food B-ASP
is O
fantastic B-OP
. O

0
Get O
the O
tuna B-ASP
of I-ASP
gari I-ASP
. O

0
The O
one O
on O
the O
east O
side O
is O
much O
better O
than O
the O
one O
on O
the O
west O
side O
. O

0
Planet B-ASP
Thailand I-ASP
has O
always O
been O
a O
hit B-OP
with O
me O
, O
I O
go O
there O
usually O
for O
the O
sushi B-ASP
, O
which O
is O
great B-OP
, O
the O
thai B-ASP
food I-ASP
is O
excellent B-OP
too O
. O

0
With O
the O
great B-OP
variety O
on O
the O
menu B-ASP
, O
I O
eat O
here O
often O
and O
never O
get O
bored O
. O

0
The O
atmosphere B-ASP
is O
n't O
the O
greatest B-OP
, O
but O
I O
suppose O
that O
's O
how O
they O
keep O
the O
prices O
down O
. O

0
It O
's O
all O
about O
the O
food B-ASP
! O
! O

0
I O
went O
there O
with O
my O
friend O
last O
saturday O
. O

0
first O
it O
took O
us O
a O
long O
time O
to O
find O
the O
place B-ASP
. O

0
we O
were O
tired O
and O
cold O
when O
we O
got O
to O
the O
restaurant O
, O
then O
we O
sat O
down O
to O
begin O
ordering O
appetizers O
. O

0
but O
when O
we O
looked O
at O
the O
menu B-ASP
, O
there O
were O
n't O
a O
lot O
of O
choices O
, O
most O
of O
them O
were O
dumplings O
in O
the O
appetizer O
section O
. O

0
then O
we O
ordered O
a O
dinosaur O
rolls O
and O
white O
tuna O
sashimi O
. O

0
those O
rolls B-ASP
were O
big B-OP
, O
but O
not O
good B-OP
and O
sashimi B-ASP
was O
n't O
fresh B-OP
. O

0
they O
were O
dry O
and O
disgusting O
, O
i O
did O
n't O
even O
finish O
my O
first O
piece O
. O

0
Hurley O
's O
is O
like O
Cheers O
where O
everyone O
knows O
your O
name O
and O
they O
are O
ACTUALLY O
glad O
you O
came O
. O

0
Try O
the O
crunchy B-ASP
tuna I-ASP
, O
it O
is O
to O
die B-OP
for O
. O

0
Try O
everything O
for O
that O
matter O
, O
it O
is O
all O
good O
. O

0
I O
have O
been O
going O
there O
since O
it O
opened O
and O
I O
ca O
n't O
get O
enough O
. O

0
First O
went O
here O
to O
enjoy B-OP
their O
garden B-ASP
terrace I-ASP
. O

0
The O
food B-ASP
was O
amazing B-OP
, O
and O
the O
service B-ASP
was O
prompt B-OP
and O
helpful B-OP
, O
but O
not O
over-bearing B-OP
or O
rushed B-OP
. O

0
The O
Steak B-ASP
Tartare I-ASP
is O
a O
great B-OP
bet O
, O
they O
fix O
it O
for O
you O
at O
the O
table O
. O

0
Admittedly O
some O
nights O
inside O
the O
restaurant B-ASP
were O
rather O
warm B-OP
, O
but O
the O
open B-ASP
kitchen I-ASP
is O
part O
of O
the O
charm B-OP
. O

0
Great B-OP
wine B-ASP
selection I-ASP
, O
Gigondas B-ASP
is O
worth B-OP
the O
price O
, O
and O
the O
house B-ASP
champagne I-ASP
is O
a O
great B-OP
value O
. O

0
It O
may O
be O
a O
bit O
packed O
on O
weekends O
, O
but O
the O
vibe B-ASP
is O
good B-OP
and O
it O
is O
the O
best B-OP
French B-ASP
food I-ASP
you O
will O
find O
in O
the O
area O
. O

0
Have O
recommended B-OP
the O
place B-ASP
to O
friends O
, O
always O
gets O
good B-OP
response O
. O

0
Pizza O
- O
the O
only O
pizza B-ASP
in O
NYC O
that O
should O
not O
have O
additional O
toppings O
- O
the O
crust B-ASP
tastes O
like O
the O
best B-OP
, O
freshly B-OP
baked O
bread O
! O

0
Veal O
Parmigana O
- O
Better O
than O
Patsy O
's O
! O

0
Much O
more O
reasonably O
priced O
too O
! O

0
I O
take O
all O
my O
NYC O
guests O
to O
VT B-ASP
's I-ASP
. O

0
Not O
sure O
where O
the O
previous O
reviewer O
, O
lonk O
, O
dined O
, O
but O
Saul O
is O
in O
a O
great B-OP
neighborhood B-ASP
and O
has O
great B-OP
food B-ASP
! O

0
I O
've O
been O
there O
three O
times O
and O
have O
always O
had O
wonderful O
experiences O
. O

0
I O
'd O
highly O
recommend B-OP
it O
for O
a O
special O
occasion O
-- O
it O
provides O
and O
intimate B-OP
setting B-ASP
and O
nice B-OP
service B-ASP
. O

0
I O
'm O
not O
sure O
where O
the O
other O
reviewers O
ate O
but O
it O
seems O
as O
if O
we O
visited O
two O
different O
restaurants O
because O
my O
friends O
and O
I O
all O
enjoy B-OP
Mizu B-ASP
very O
much O
... O
and O
we O
're O
repeat O
customers O
. O

0
Even O
after O
they O
overcharged O
me O
the O
last O
time O
I O
was O
there O
. O

0
Make O
sure O
you O
have O
the O
Spicy B-ASP
Scallop I-ASP
roll I-ASP
.. O
. O

0
it O
's O
delicious O
! O

0
Moules B-ASP
were O
excellent B-OP
, O
lobster B-ASP
ravioli I-ASP
was O
VERY O
salty B-OP
! O

0
Took O
my O
mom O
for O
Mother O
's O
Day O
, O
and O
the O
maitre B-ASP
d I-ASP
' I-ASP
was O
pretty O
rude B-OP
. O

0
Told O
us O
to O
sit O
anywhere O
, O
and O
when O
we O
sat O
he O
said O
the O
table O
was O
reserved O
. O

0
Stepped O
on O
my O
foot O
on O
the O
SECOND O
time O
he O
reached O
over O
me O
to O
adjust O
lighting O
. O

0
Tiny O
dessert B-ASP
was O
$ O
8.00 O
... O
just O
plain O
overpriced B-OP
for O
what O
it O
is O
. O

0
The O
drinks B-ASP
are O
always O
welll B-OP
made O
and O
wine B-ASP
selection I-ASP
is O
fairly B-OP
priced O
. O

0
Try O
their O
chef B-ASP
's I-ASP
specials I-ASP
-- O
they O
are O
to O
die B-OP
for O
. O

0
Service B-ASP
is O
not O
exactly O
five B-OP
star O
, O
but O
thats O
not O
really O
a O
big O
deal O
. O

0
Downstairs B-ASP
lounge I-ASP
is O
always O
a O
good B-OP
attraction O

0
Raga B-ASP
's I-ASP
is O
a O
romantic B-OP
, O
cozy B-OP
restaurant O
. O

0
The O
exotic B-ASP
food I-ASP
is O
beautifully B-OP
presented O
and O
is O
a O
delight O
in O
delicious B-OP
combinations O
. O

0
It O
is O
also O
extremely O
well O
priced O
. O

0
The O
staff B-ASP
is O
incredibly O
helpful B-OP
and O
attentive B-OP
. O

0
The O
bar B-ASP
is O
very O
well B-OP
stocked O
with O
interesting B-OP
beers B-ASP
and O
well B-OP
priced O
wines B-ASP
. O

0
This O
is O
one O
of O
my O
favorite O
restaurants O
and O
it O
is O
not O
to O
be O
missed O
. O

0
Your O
friends O
will O
thank O
you O
for O
introducing O
them O
to O
this O
gem O
! O

0
When O
we O
stumbled O
on O
Leon B-ASP
, O
we O
thought O
that O
we O
had O
found O
quite O
the O
gem O
BUT O
, O
we O
were O
certainly O
wrong O
. O

0
The O
waitress B-ASP
moved O
our O
table O
practically O
into O
the O
bathroom O
and O
when O
we O
asked O
to O
cancel O
our O
dinner O
orders O
because O
we O
did O
not O
want O
to O
eat O
sitting O
on O
the O
toilet O
, O
we O
were O
told O
no O
... O

0
Then O
, O
to O
top O
things O
off O
, O
she O
dropped O
used O
silverware O
on O
my O
boyfriend O
's O
jacket O
and O
did O
not O
stop O
to O
apologize O
or O
clean O
the O
mess O
that O
was O
left O
on O
clothes O
. O

0
Such O
a O
disappointment O
... O

0
Rude B-OP
service B-ASP
, O
medicore B-OP
food B-ASP
... O
there O
are O
tons O
of O
restaurants O
in O
NY O
... O
stay O
away O
from O
this O
one O

0
I O
had O
a O
grat B-OP
time O
at O
Jekyll B-ASP
and I-ASP
Hyde I-ASP
! O

0
I O
loved B-OP
everythig O
about O
it-especially O
the O
shows B-ASP
and O
actors B-ASP
. O

0
Our O
server B-ASP
was O
very O
helpful B-OP
and O
friendly B-OP
. O

0
I O
am O
bringing O
my O
whole O
family O
back O
next O
time O
. O

0
The O
food B-ASP
was O
good B-OP
too O
. O

0
The O
tuna B-ASP
and O
wasabe B-ASP
potatoes I-ASP
are O
excellent B-OP
. O

0
The O
outdoor B-ASP
